7.00E+00,2.39E+00,8.74E+00,-1.35E+01,9.35E+00,-7.13E+00,2.34E+01,-2.38E+01
2.83E+01,-3.53E+00,-1.53E+01,-3.19E+01,-2.69E+01,4.73E+00,7.54E+00,-8.81E+00
