429.0605396,307.1,0.2,0
429.0605396,306.9,0.3,0.04
429.0205396,306.6,0.4,0
429.0205396,306.2,0.5,0.04
428.9805396,305.7,0.6,0
428.9805396,305.1,0.7,0.04
428.9405396,304.4,0.8,0
428.9405396,303.6,0.9,0.04
428.9005396,302.7,1,0
428.9005396,301.7,1.1,0.04
428.8605396,300.6,1.2,0
428.8605396,299.4,1.3,0.04
428.8205396,298.1,1.4,0
428.8205396,296.7,1.5,0.04
428.7805396,295.2,1.6,0
428.7805396,293.6,1.7,0.04
428.7405396,291.9,1.8,0
428.7405396,290.1,1.9,0.04
428.7005396,288.2,2,0
428.7005396,286.2,1.901946386,0.06783462
428.632705,284.2980536,1.803892773,0.05566924
428.5770357,282.4941608,1.705839159,0.043503861
428.5335319,280.7883217,1.607785545,0.031338481
428.5021934,279.1805361,1.509731931,0.019173101
428.4830203,277.6708042,1.411678318,0.007007721
428.4760125,276.2591259,1.313624704,-0.005157659
428.4811702,274.9455012,1.21557109,0.062676962
428.4184932,273.7299301,1.117517476,0.050511582
428.3679817,272.6124126,1.019463863,0.038346202
428.3296355,271.5929488,0.921410249,0.026180822
428.3034546,270.6715385,0.823356635,0.014015442
428.2894392,269.8481819,0.725303021,0.001850062
428.2875891,269.1228789,0.627249408,-0.010315317
428.2979045,268.4956294,0.529195794,0.057519303
428.2403852,267.9664336,0.43114218,0.045353923
428.1950312,267.5352915,0.333088566,0.033188543
428.1618427,267.2022029,0.235034953,0.021023163
428.1408195,266.967168,0.136981339,0.008857784
428.1319617,266.8301866,0.038927725,-0.003307596
428.1352693,266.7912589,-0.059125889,0.064527024
428.0707423,266.8503848,-0.157179502,0.052361644
428.0183807,267.0075643,-0.255233116,0.040196264
427.9781844,267.2627974,-0.35328673,0.028030885
427.9501535,267.6160841,-0.451340344,0.015865505
427.934288,268.0674245,-0.549393957,0.003700125
427.9305879,268.6168184,-0.647447571,-0.008465255
427.9390531,269.264266,-0.745501185,0.059369365
427.8796838,270.0097672,-0.843554799,0.047203986
427.8324798,270.853322,-0.941608412,0.035038606
427.7974412,271.7949304,-1.039662026,0.022873226
427.774568,272.8345924,-1.13771564,0.010707846
427.7638601,273.9723081,-1.235769254,-0.001457534
427.7653176,275.2080773,-1.333822867,0.066377087
427.6989406,276.5419002,-1.431876481,0.054211707
427.6447289,277.9737767,-1.529930095,0.042046327
427.6026825,279.5037068,-1.627983709,0.029880947
427.5728016,281.1316905,-1.726037322,0.017715567
427.555086,282.8577278,-1.824090936,0.005550187
427.5495358,284.6818187,-1.92214455,-0.006615192
427.556151,286.6039633,-2.020198164,0.061219428
427.4949316,288.6241614,-2.118251777,0.049054048
427.4458775,290.7424132,-2.216305391,0.036888668
427.4089889,292.9587186,-2.314359005,0.024723288
427.3842656,295.2730776,-2.412412619,0.012557909
427.3717077,297.6854902,-2.510466232,0.000392529
427.3713151,300.1959565,-2.608519846,-0.011772851
427.383088,302.8044763,-2.70657346,0.056061769
